	1092.02	20887024929345650156	156		广州地铁单程票 1张	5.00	99034038045561		1394961c756047afbe2bd0c2dc06b4a665	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004560077651960	0.00	转账	2016-01-10 13:20:01
	1097.02	20881122978370880156	156		广州地铁单程票 1张	5.00	98996113734081		c74c9070874f4d38874d927752b4246988	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004080083834500	0.00	转账	2016-01-10 13:20:06
	1099.02	20885128670110490156	156		广州地铁单程票 1张	2.00	99067984793041		2aeb2da00ec74f32937df628f427e07c49	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004040072917443	0.00	转账	2016-01-10 13:20:41
	1102.02	20885128670110490156	156		广州地铁单程票 1张	3.00	99067991337041		ad6f6f5c0c2a44c08d76bc99bba872f449	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004040072830794	0.00	转账	2016-01-10 13:21:28
	1106.02	20888123654674800156	156		广州地铁单程票 1张	4.00	99298091109481		552f89fba165402f92d6dc973fd656c180	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004480045858537	0.00	转账	2016-01-10 13:24:33
	1109.02	20886020362307920156	156		广州地铁单程票 1张	3.00	99079205213791		467d77882c9146a4ac5bce316ff094c592	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004790095617964	0.00	转账	2016-01-10 13:24:45
	1111.02	20882028207314740156	156		广州地铁单程票 1张	2.00	98962619778471		7a66798c23d54ebf8493dd743e9513b174	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004470068483776	0.00	转账	2016-01-10 13:26:15
	1121.02	20887123341191550156	156		广州地铁单程票 2张	10.00	99015730715151		96612cc4345249ae99fc35493e04f6b655	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004150075565164	0.00	转账	2016-01-10 13:26:27
	1127.02	20883122958284280156	156		广州地铁单程票 2张	6.00	98927741710421		3b95fa4a0b7848ea969cc8be8541fba428	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004420072802855	0.00	转账	2016-01-10 13:26:32
	1133.02	20880029551029210156	156		广州地铁单程票 2张	6.00	99285877528921		c46ccac6c0e6411fbe5904517253abc321	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004920077803739	0.00	转账	2016-01-10 13:27:43
	1141.02	20886022052858710156	156		广州地铁单程票 2张	8.00	98997756936871		d83a3ea135d646fdaf107bf76d230f0e71	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004870070757620	0.00	转账	2016-01-10 13:29:09
	1145.02	20885022182238630156	156		广州地铁单程票 1张	4.00	99534572192861		6c0ea58fd7664d98aaa54bd9efdda3e863	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004860080847913	0.00	转账	2016-01-10 13:31:31
	1149.02	20886125260528180156	156		广州地铁单程票 1张	4.00	99130534496811		b0ea98334db94489ad53b94401c6bd4b18	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004810087346640	0.00	转账	2016-01-10 13:32:48
	1153.02	20886029959217860156	156		广州地铁单程票 1张	4.00	98880139302781		5ab33c55f503492db93dc9ee6256756086	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004780095773269	0.00	转账	2016-01-10 13:37:27
	1156.02	20885025882827320156	156		广州地铁单程票 1张	3.00	98932645460731		318c6a9193d3444e8116c90596ce2ba632	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004730092689962	0.00	转账	2016-01-10 13:42:51
	1162.02	20886121917478750156	156		广州地铁单程票 2张	6.00	98997885466871		fc49b73e60994aeaab66148a06a32b4d75	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004870087065806	0.00	转账	2016-01-10 13:44:04
	1166.02	20887027086605490156	156		广州地铁单程票 1张	4.00	98933445865541		7aaa74a5cb534fc89c6f61f8c39140b949	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004540079296186	0.00	转账	2016-01-10 13:44:43
	1171.02	20885028222016080156	156		广州地铁单程票 1张	5.00	99304455957601		879f7eaefa1140509d50b2af57f5727608	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004600006378677	0.00	转账	2016-01-10 13:49:18
	1177.02	20886020812544910156	156		广州地铁单程票 2张	6.00	99177824878491		93cd3f305d944441a1f0bbe362ecad6791	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004490071404529	0.00	转账	2016-01-10 13:50:12
	1181.02	20880227914877760156	156		广州地铁单程票 1张	4.00	98938475706771		341f4f3927314562b6aec63e317b3a2976	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004770091419486	0.00	转账	2016-01-10 13:52:58
	1185.02	20887023869068030156	156		广州地铁单程票 1张	4.00	99291925472801		389dbbc2ea01495c9be8c2b048b2c16303	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004800088371053	0.00	转账	2016-01-10 13:54:15
	1188.02	20887026250388500156	156		广州地铁单程票 1张	3.00	98944319802851		ff804be105ea4b56ba77fc89ce73528650	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004850073393293	0.00	转账	2016-01-10 13:54:39
	1192.02	20882024661478020156	156		广州地铁单程票 1张	4.00	99291930454801		b681528c1d694d24a948a4c9821a2f6902	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004800081560799	0.00	转账	2016-01-10 13:54:48
	1198.02	20881127202270130156	156		广州地铁单程票 1张	6.00	99166615939011		8daf5f24a3264c0aa742d59db804048d13	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004010074402183	0.00	转账	2016-01-10 13:55:33
	1203.02	20889120402983020156	156		广州地铁单程票 1张	5.00	98994380597301		2aa25931102944a991b225014561d1b502	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004300027993363	0.00	转账	2016-01-10 13:57:24
	1221.02	20885026234970420156	156		广州地铁单程票 3张	18.00	99068316576041		e0c0b3e6097d46d288daec26c1bcb6da42	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	18.00	2016011021001004040072831460	0.00	转账	2016-01-10 13:58:44
	1233.02	20885026947296730156	156		广州地铁单程票 2张	12.00	99126722318671		089e9ad723454a63920370f878761e2173	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004670077564501	0.00	转账	2016-01-10 13:58:58
	1238.02	20883020267654520156	156		广州地铁单程票 1张	5.00	99131104971451		46d3320b319b4662894c2fe06286002752	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004450049424180	0.00	转账	2016-01-10 13:59:02
	1244.02	20880021083350950156	156		广州地铁单程票 1张	6.00	99151378839091		22b107b4e05541178d0239133e98b6c495	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004090020422986	0.00	转账	2016-01-10 13:59:59
	1248.02	20886125634681840156	156		广州地铁单程票 1张	4.00	99000418308181		5a3d27bf4d474f8cb0106c8ebb2ae97284	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004180095478439	0.00	转账	2016-01-10 14:01:38
	1254.02	20887021829939600156	156		广州地铁单程票 1张	6.00	98957692651961		02dff1aebc3c4347a61764e6f73ffbc760	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004960076337003	0.00	转账	2016-01-10 14:01:59
	1257.02	20886020816043150156	156		广州地铁单程票 1张	3.00	98895892106311		805b9c3942374fb2884c7556517b049215	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004310030187900	0.00	转账	2016-01-10 14:02:17
	1263.02	20887021661117550156	156		广州地铁单程票 1张	6.00	99211789278751		ac58ca1b24ed4f1698ebfe1407ff8d8255	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004750098243048	0.00	转账	2016-01-10 14:04:04
	1265.02	20884127138345730156	156		广州地铁单程票 1张	2.00	99071585559571		7ca73b90783a4f8c97dcedd69092349673	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004570080916263	0.00	转账	2016-01-10 14:08:25
	1268.02	20883022934501380156	156		广州地铁单程票 1张	3.00	99030352627131		f1acc743c8b04127935d4d9c8430085038	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004130085487490	0.00	转账	2016-01-10 14:10:19
	1272.02	20885029263665330156	156		广州地铁单程票 1张	4.00	99006861206531		4a96844749b6491f945cc0888cbe16c333	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004530075528877	0.00	转账	2016-01-10 14:11:33
	1284.02	20881026737008020156	156		广州地铁单程票 2张	12.00	99292092606801		68af4db62fdb45fda4e7437d43ee002402	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004800088371429	0.00	转账	2016-01-10 14:12:27
	1289.02	20881026737008020156	156		广州地铁单程票 1张	5.00	99292097816801		c5e77f1a6dd44b29b3615b05c17633b802	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004800081561150	0.00	转账	2016-01-10 14:13:02
	1295.02	20884120720458180156	156		广州地铁单程票 1张	6.00	99130883644811		7dd07b357b374bd4b7e898f844a5b7a718	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004810086758706	0.00	转账	2016-01-10 14:13:15
	1301.02	20889022183170940156	156		广州地铁单程票 2张	6.00	99151496134091		00eda9b2f4374487953a031255c8717d94	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004090010720368	0.00	转账	2016-01-10 14:13:24
	1317.02	20888122865374000156	156		广州地铁单程票 2张	16.00	98965372414401		a304c11f33ba46ae948056f2e24da56b00	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	16.00	2016011021001004400058454597	0.00	转账	2016-01-10 14:13:32
	1322.02	20887027303862590156	156		广州地铁单程票 1张	5.00	99347209561251		f34e61882410477caa93a063359bc2e759	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004250045877986	0.00	转账	2016-01-10 14:13:37
	1325.02	20887021255223340156	156		广州地铁单程票 1张	3.00	99088621883331		44e5f124a03749189a321ddee524aadf34	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004330024532312	0.00	转账	2016-01-10 14:18:54
	1329.02	20880023885344830156	156		广州地铁单程票 1张	4.00	99298578361481		aecb162044894dac8aa5b209847b1e7c83	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004480046922828	0.00	转账	2016-01-10 14:18:59
	1333.02	20882125205651300156	156		广州地铁单程票 1张	4.00	99030441721131		199ed990113144f9a0b1338775f09c0b30	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004130085176875	0.00	转账	2016-01-10 14:20:13
	1339.02	20880220499110240156	156		广州地铁单程票 2张	6.00	98991059873021		75a824cf497f4bcba369dcee68fd2aab24	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004020091381891	0.00	转账	2016-01-10 14:21:54
	1341.02	20880128503868810156	156		广州地铁单程票 1张	2.00	99014486907881		c09f744f8c4b40729b3e15a5e5046b2a81	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004880089428866	0.00	转账	2016-01-10 14:25:33
	1349.02	20885024963502110156	156		广州地铁单程票 2张	8.00	99037927986211		a9d0975205cf401e9e1b94a38162636011	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004210043802723	0.00	转账	2016-01-10 14:26:43
	1353.02	20884021134470220156	156		广州地铁单程票 1张	4.00	98991103718021		aba8d8bb5ccb42c6930cd3eed814ca0e22	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004020073361006	0.00	转账	2016-01-10 14:27:06
	1355.02	20880023855441280156	156		广州地铁单程票 1张	2.00	98928263666121		650d87fb216943ad9fddfc50008b2e1628	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004120098537136	0.00	转账	2016-01-10 14:27:33
	1359.02	20880020012234710156	156		广州地铁单程票 1张	4.00	98963189775471		2c58d0aa334f4b74bf382b2ee07f7dd171	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004470068486114	0.00	转账	2016-01-10 14:30:54
	1365.02	20885029492784750156	156		广州地铁单程票 1张	6.00	98963207668471		e0d581d1665a49e886aa55647ef2931a75	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004470068486186	0.00	转账	2016-01-10 14:32:52
	1370.02	20886020897294870156	156		广州地铁单程票 1张	5.00	99298729645481		5951aa2eaa384d8cbdf2cc1bf2c59dea87	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004480047002308	0.00	转账	2016-01-10 14:36:08
	1375.02	20880221390033650156	156		广州地铁单程票 1张	5.00	99174487570361		7869effda1c542db905ea1f4567e612b65	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004360033890352	0.00	转账	2016-01-10 14:38:27
	1379.02	20884128122188580156	156		广州地铁单程票 1张	4.00	98944707316851		15c95340b7f74779a952c9b95d06c97058	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004850066758599	0.00	转账	2016-01-10 14:40:28
	1381.02	20883029922563030156	156		广州地铁单程票 1张	2.00	98994761429301		ee0814f316d147a9b60e1fbf982a14c903	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004300027924229	0.00	转账	2016-01-10 14:41:13
	1383.02	20880122205166630156	156		广州地铁单程票 1张	2.00	99020686053661		319bebcc2741422fa84755af63f1217063	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004660000374233	0.00	转账	2016-01-10 14:41:39
	1385.02	20880022262477880156	156		广州地铁单程票 1张	2.00	98880707770781		d723c907f06e4fb6b3c9f25168d5453c88	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004780096527233	0.00	转账	2016-01-10 14:44:46
	1388.02	20887022061304270156	156		广州地铁单程票 1张	3.00	98928429845421		60eef3f2c5094d7490d71cf634b4464127	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004420074303670	0.00	转账	2016-01-10 14:45:36
	1394.02	20886020812544910156	156		广州地铁单程票 2张	6.00	99178318562491		257260ad9fe34d52a274331ad7a0bb0a91	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004490071644010	0.00	转账	2016-01-10 14:46:24
	1400.02	20889027628681120156	156		广州地铁单程票 2张	6.00	99082689288111		1d3188b9651f44fbba9414e1acf8cbb012	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004110078564209	0.00	转账	2016-01-10 14:47:56
	1402.02	20881021263212240156	156		广州地铁单程票 1张	2.00	99105809667221		eed5df36c9394704ab8ba7483dca796524	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004220039849235	0.00	转账	2016-01-10 14:49:13
	1408.02	20889024927802540156	156		广州地铁单程票 1张	6.00	99347534073251		5410485cdab44153b034226935b2694454	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004250034443150	0.00	转账	2016-01-10 14:49:50
	1413.02	20887020365667770156	156		广州地铁单程票 1张	5.00	98939012988771		22e35b35991845529da1af59745aa4ab77	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004770092179553	0.00	转账	2016-01-10 14:56:14
	1417.02	20881128198500580156	156		广州地铁单程票 1张	4.00	98927091457051		eb7a4a3ca82540a4b2ccd8d5dc86828f58	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004050076076531	0.00	转账	2016-01-10 15:03:08
	1419.02	20885028039348310156	156		广州地铁单程票 1张	2.00	99278548369831		f12ed4f36ef648ce8d1139ea1bbaa0b831	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004830083186478	0.00	转账	2016-01-10 15:03:18
	1427.02	20881022316701450156	156		广州地铁单程票 2张	8.00	98973341499141		a231e8fb31b64bd09b9026e9e7b5361845	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004140096312518	0.00	转账	2016-01-10 15:03:39
	1435.02	20888128196788420156	156		广州地铁单程票 2张	8.00	99115903975841		44ec9b12596341f29750316aa4efa73c42	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004840074931042	0.00	转账	2016-01-10 15:03:45
	1437.02	20880129628065940156	156		广州地铁单程票 1张	2.00	99277893487591		d80e3df7580847d89b6b77145391d5d394	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004590076473840	0.00	转账	2016-01-10 15:07:59
	1447.02	20888021921498710156	156		广州地铁单程票 2张	10.00	98998602042871		afe8b1d27a094b3695ab08c3c401b13771	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004870075907873	0.00	转账	2016-01-10 15:08:03
	1450.02	20887024805625690156	156		广州地铁单程票 1张	3.00	99034986815561		13766cb41867446b83bf871389d8588369	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004560077818977	0.00	转账	2016-01-10 15:08:58
	1454.02	20888028092115040156	156		广州地铁单程票 2张	4.00	98943937043501		0fe19e97eda9491d985635e1c75fb2e304	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004500071685730	0.00	转账	2016-01-10 15:09:45
	1463.02	20886125917127810156	156		广州地铁单程票 1张	9.00	98880916278781		f31d450cdd9d42f19e1bee3e89059f1381	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	9.00	2016011021001004780098045710	0.00	转账	2016-01-10 15:09:56
	1475.02	20882026107935610156	156		广州地铁单程票 2张	12.00	99035015639561		d7b95b81b4b944d0b34f8b7fd2c3eb9461	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004560077250112	0.00	转账	2016-01-10 15:12:09
	1479.02	20882123675221270156	156		广州地铁单程票 1张	4.00	98928656197121		97b3f99475a548a2825e80ea2bd6782127	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004120099286909	0.00	转账	2016-01-10 15:13:26
	1485.02	20881023137009330156	156		广州地铁单程票 1张	6.00	99028962986931		21c64b6be37f4c219549c9a744b563f733	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004930090207841	0.00	转账	2016-01-10 15:14:12
	1487.02	20880024735868470156	156		广州地铁单程票 1张	2.00	99116018050841		58833bb26202411e9554acfc68b25a9947	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004840075019363	0.00	转账	2016-01-10 15:16:21
	1497.02	20888022549522610156	156		广州地铁单程票 2张	10.00	99228927731261		42b9e9726dfd4173a24a5b5965bad25961	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004260027507524	0.00	转账	2016-01-10 15:17:26
	1513.02	20887028485346700156	156		广州地铁单程票 2张	16.00	99127420632671		0327b1ce5484417184a48147049076f270	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	16.00	2016011021001004670077565765	0.00	转账	2016-01-10 15:17:56
	1518.02	20880026234048050156	156		广州地铁单程票 1张	5.00	99292689886801		0c84aedf1cc1406b89501c9aa872821f05	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004800000261546	0.00	转账	2016-01-10 15:18:21
	1524.02	20883125991819060156	156		广州地铁单程票 1张	6.00	99086062515901		9d3e8e7826ad4208a631664bb06e670e06	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004900009083478	0.00	转账	2016-01-10 15:20:45
	1529.02	20889127570409660156	156		广州地铁单程票 1张	5.00	98958389332961		2c533fb67b1e4f95bc3d1836c4e28bec66	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004960085236884	0.00	转账	2016-01-10 15:21:58
	1535.02	20880025261704470156	156		广州地铁单程票 1张	6.00	99033057345441		b569960455014beea5444c1b1f26b95a47	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004440063298424	0.00	转账	2016-01-10 15:22:08
	1539.02	20883022133123990156	156		广州地铁单程票 2张	4.00	99314517894391		6c929ca708864cd1aa1731d90437f8fb99	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004390038118542	0.00	转账	2016-01-10 15:22:14
	1545.02	20887126792217190156	156		广州地铁单程票 1张	6.00	98985710256711		5410341f62da49cd99bb27c13c45773a19	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004710099493402	0.00	转账	2016-01-10 15:23:45
	1563.02	20883024159367080156	156		广州地铁单程票 3张	18.00	98982753083701		147c0c3f644e48288d5006ac5114222408	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	18.00	2016011021001004700005306351	0.00	转账	2016-01-10 15:23:53
	1569.02	20880025660034310156	156		广州地铁单程票 1张	6.00	99305333128431		f62a194c845446019dd8a4be53e9695c31	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004430048598401	0.00	转账	2016-01-10 15:26:15
	1574.02	20888120679260360156	156		广州地铁单程票 1张	5.00	99380802980031		bbea3b977c244e05bde9c815b56e641336	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004030036276680	0.00	转账	2016-01-10 15:27:57
	1579.02	20886120940535810156	156		广州地铁单程票 1张	5.00	100459599500581		4ac41fcd90464677934812ee1db17aed81	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004580068581168	0.00	转账	2016-01-10 15:29:59
	1582.02	20885124635496100156	156		广州地铁单程票 1张	3.00	99140754041611		2aa5b9626e974625b35f7fbf6b5d0a8e10	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004610092677558	0.00	转账	2016-01-10 15:31:02
	1586.02	20883024762758330156	156		广州地铁单程票 2张	4.00	99278797626831		3f6a9cf9cc874989acc2fd027c0d716f33	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004830098369951	0.00	转账	2016-01-10 15:31:21
	1591.02	20886126295049640156	156		广州地铁单程票 1张	5.00	98958470091961		f7e9d1632a414065be19896ab22bfcb064	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004960071271410	0.00	转账	2016-01-10 15:31:32
	1596.02	20888124041696010156	156		广州地铁单程票 1张	5.00	99305388542601		1f7003755d344be8a18c62b36342ea2101	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004600005066318	0.00	转账	2016-01-10 15:31:36
	1601.02	20880028017277600156	156		广州地铁单程票 1张	5.00	100331953060761		02bb751b705c40e898ddb591f78117c060	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004760083983423	0.00	转账	2016-01-10 15:31:51
	1605.02	20882028227615690156	156		广州地铁单程票 2张	4.00	99035181829561		b73fed8b7e00440d9c18b69a2ecb71a869	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004560077657939	0.00	转账	2016-01-10 15:32:07
	1610.02	20885028273114140156	156		广州地铁单程票 1张	5.00	99479316101411		3f90bb7045d14cc79a043b839de8a33b14	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004410077292142	0.00	转账	2016-01-10 15:32:21
	1612.02	20880129628065940156	156		广州地铁单程票 1张	2.00	99278136957591		ba61af24184c416688413de30e7f247f94	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004590076609502	0.00	转账	2016-01-10 15:33:24
	1618.02	20880229128705200156	156		广州地铁单程票 1张	6.00	99021329379521		71a5c4bbff374f7ea6ee22c364cf707520	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004520097877581	0.00	转账	2016-01-10 15:33:43
	1626.02	20888125374247490156	156		广州地铁单程票 2张	8.00	99061296751741		7354c5842e164f92bbead44cbc5e093649	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004740098131398	0.00	转账	2016-01-10 15:35:17
